,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,pct_return,adjcp_filtered,pct_return_filtered,label,stock_type
0,196,BTC,2021-03-25 23:59:59,53392.38600133,50856.5686854,52726.745568599996,51704.161925199995,51704.161925199995,0.0197775885987547,0.0326516089473094,-0.0163931337099363,0.0,-0.0202769624900107,0.0493156722518934,0.0859182841187269,0.0999175955215978,0.079461482974392,0.0539112666973107,0.0294175416507815,-0.020276962490010653,53118.61570838301,0.0024998010702137106,1,0
1,197,BTC,2021-03-26 23:59:59,55137.31372578,51579.85505711,51683.010089699994,55137.31372578,55137.31372578,-0.0626491100611037,0.0,-0.0645199852564938,0.0,0.0663999119751073,-0.0246756263095178,0.0152786246975451,0.0282050335691432,0.0178932217592642,-0.0077165899953931,-0.0313957342678862,0.06639991197510775,53948.60559769124,0.006996044457479111,1,0
2,198,BTC,2021-03-27 23:59:59,56568.21604959999,54242.90967619,55137.56723702,55973.51084173,55973.51084173,-0.0149346287581229,0.010624761586808001,-0.030918217198014,0.0,0.0151657209872198,-0.0340852626597011,-0.0050651288009546,0.0112263959207918,0.0069448557780691,-0.0171132422018784,-0.0405778543758956,0.015165720987220244,55272.95885157831,0.010517089878189194,1,0
3,199,BTC,2021-03-28 23:59:59,56610.31196825,55071.11199378,55974.94118696,55950.7457745,55950.7457745,0.0004324412860825,0.0117883360555777,-0.0157215738332642,0.0,-0.0004067114406023,-0.0293605842106342,-0.008070767626976,0.0053318907100363,0.0106648122806156,-0.0128438517904352,-0.0344616267076062,-0.00040671144060211434,56681.943319617385,0.012539186226198784,1,0
4,200,BTC,2021-03-29 23:59:59,58342.09641112,55139.34175909,55947.8989665,57750.19987147,57750.19987147,-0.0312085656669802,0.0102492552574249,-0.0452095078145319,0.0,0.0321613961004627,-0.0423723805143553,-0.040011374506524,-0.0277852771532666,-0.0182933703376136,-0.0372382405488713,-0.0578736731549357,0.03216139610046298,57854.62685564478,0.012813892589661877,1,0
5,201,BTC,2021-03-30 23:59:59,59447.22403098,57251.5506051,57750.13284273,58917.6930451,58917.6930451,-0.0198168010664684,0.0089876395105059,-0.0282791527279354,0.0,0.020216262042874,-0.0368615993114588,-0.0580089414268952,-0.043643917956637,-0.0352777184123787,-0.0495333968073603,-0.0687463884567726,0.0202162620428743,58632.982916658075,0.011417604849220721,1,0
6,202,BTC,2021-03-31 23:59:59,59930.02716002,57726.41877444,58930.27778393,58918.83271375,58918.83271375,0.0001942514753408,0.0171624996574992,-0.0202382478468845,0.0,1.934340248399557e-05,-0.0240438616854913,-0.0556587995682353,-0.0412705030400439,-0.0343512570676601,-0.0427584013780313,-0.0635099463321978,1.9343402483995572e-05,59010.49069019821,0.008732749261566706,1,0
7,203,BTC,2021-04-01 23:59:59,59586.07224930001,58505.27905354,58926.56414734,59095.80797806,59095.80797806,-0.0028638889374832,0.0082960921935784,-0.0099927379745656,0.0,0.0030037130092137,-0.0163996759608364,-0.0507592777060204,-0.0438878984486948,-0.0357508485722604,-0.0402851884535405,-0.0602695852546425,0.003003713009214204,59079.753331310174,0.0053688636829241345,1,0
8,204,BTC,2021-04-02 23:59:59,60267.18765009,58869.27996831,59098.87907036,59384.3133586,59384.3133586,-0.0048065603876963,0.0148671297444942,-0.0086728861741635,0.0,0.0048819940095765,-0.0096143902810879,-0.0475483996772202,-0.0468205018971844,-0.042000472719178006,-0.0401398848448449,-0.0598696190702431,0.004881994009576784,58964.50596811503,0.002042427198515971,1,0
9,205,BTC,2021-04-03 23:59:59,60110.26846076,57603.88917376,59397.40846193,57603.88917376,57603.88917376,0.0311353853688578,0.0435105914366233,0.0,0.0,-0.0299813887564664,0.0204885138316601,-0.0097257727039062,-0.0182191996606149,-0.0138648006230769,-0.008542208998856,-0.0255793133963693,-0.02998138875646628,58755.38282344062,-0.0005592742149104087,1,0
10,206,BTC,2021-04-04 23:59:59,58913.74779189,57168.67578229,57604.83861776,58758.55629127,58758.55629127,-0.0196348880287484,0.0026411727995954,-0.0270578552185464,0.0,0.0200449506807949,-0.0001068165826078,-0.0171799662480472,-0.0370074266739216,-0.0308170565625865,-0.0261533196077234,-0.0391504966343335,0.02004495068079493,58483.77179262889,-0.001904522123713661,1,0
11,207,BTC,2021-04-05 23:59:59,59891.2969082,57694.82602134,58760.87326121,59057.87896588,59057.87896588,-0.0050290614879954,0.0141118840858049,-0.0230799508618907,0.0,0.0050941121345159995,-0.0047036875897031,-0.0155226733590896,-0.0401560042612567,-0.0338217283728476,-0.0302405668877848,-0.0382940622547404,0.005094112134516049,58158.715478740836,-0.0017135633986422238,1,0
12,208,BTC,2021-04-06 23:59:59,59479.57855171,57646.80889002,59171.93202224,58192.35868406,58192.35868406,0.0168333671349933,0.0221200840928037,-0.0093749386754008,0.0,-0.0146554582889789,0.0069947432937702,0.0029328404183033,-0.0216831553362399,-0.0200343484550892,-0.0152255843985078,-0.0199887118149233,-0.014655458288978629,57835.850619929675,-1.2777475865079198e-05,1,0
13,209,BTC,2021-04-07 23:59:59,58731.14290107,55604.02359245,58186.50853398,56048.93781271,56048.93781271,0.0381375777077666,0.0478546997147868,-0.0079379598904567,0.0,-0.0368333733125881,0.0336025346121529,0.041462141254512995,0.0172877455891342,0.0158268072516591,0.0187272473967772,0.0197502006355234,-0.03683337331258785,57643.19983442469,0.0028600084024736675,1,0
14,210,BTC,2021-04-08 23:59:59,58338.73822544,55879.08419515,56099.91311078,58323.95357975,58323.95357975,-0.0381325395907692,0.0002534918293868,-0.0419187869570086,0.0,0.040589810544528995,-0.0042455371732887,0.0018220400713866,-0.016049609228943003,-0.0238165439078239,-0.0216807658018682,-0.0180265010003889,0.040589810544529266,57731.201110931936,0.006302942572070272,1,0
15,211,BTC,2021-04-09 23:59:59,58937.04651601,57807.86384217,58326.56361984,58245.00300108,58245.00300108,0.0014003024217974,0.0118815946308248,-0.0075051787515898,0.0,-0.0013536561536773,-0.0046592253137829,0.0020250690829188,-0.0072292899227571,-0.022552259169600002,-0.0187491670060648,-0.0154155331665793,-0.0013536561536769964,58199.911081366525,0.009548557462223493,1,0
16,212,BTC,2021-04-10 23:59:59,61276.66536564,58038.70627787,58253.77680886,59793.23541009,59793.23541009,-0.0257463673051252,0.0248093274327094,-0.0293432713614946,0.0,0.0265813774441951,-0.0279720222710972,-0.0224580920459339,-0.0277440689055392,-0.0459633614405943,-0.0421576841112267,-0.0398011540136652,0.02658137744419542,59063.89423429818,0.011799647881263708,1,0
17,213,BTC,2021-04-11 23:59:59,60790.55531507,59289.79563078,59846.23078558,60204.96491379,60204.96491379,-0.0059585472514381,0.0097266131143591,-0.0152008938850884,0.0,0.0068858876907419994,-0.0279336757809619,-0.0273010007902939,-0.0297075201592827,-0.0477740769974552,-0.0478218195959074,-0.0447771499813995,0.006885887690742276,60242.53865895576,0.012377804150328891,1,0
18,214,BTC,2021-04-12 23:59:59,61253.036915799996,59589.87375623,60175.94475711,59893.45188869,59893.45188869,0.0047165902032999,0.0227000612627361,-0.0050686364349843,0.0,-0.0051742082325947,-0.0100399978803618,-0.0213918028796057,-0.0202723348078602,-0.0385183719363759,-0.0415106596806099,-0.0405600512981854,-0.005174208232594625,61536.541987977726,0.010856743801191908,1,0
19,215,BTC,2021-04-13 23:59:59,63742.28333718,59869.95629306,59890.01779033,63503.45793019,63503.45793019,-0.0569014705283025,0.0037608252333682,-0.0572173824159992,0.0,0.0602738016871871,-0.0500041321358089,-0.0677329742762581,-0.0699274615662605,-0.0847283716712227,-0.092750075880266,-0.0928965080493219,0.06027380168718755,62617.827963908494,0.0071565188433217125,1,0
20,216,BTC,2021-04-14 23:59:59,64863.098907700005,61554.79669042,63523.75486927,63109.69593464,63109.69593464,0.0065609400979973,0.0277834165906285,-0.0246380404974593,0.0,-0.0062006386484162,-0.0286601716641644,-0.0550216899499597,-0.059696164006036,-0.0699814160801691,-0.0840496271537275,-0.08343257287110299,-0.0062006386484160245,63108.61887200246,0.0015799254267923118,1,0
21,217,BTC,2021-04-15 23:59:59,63821.67219266,62208.96436559,63075.19622093,63314.01084504,63314.01084504,-0.0037719080014452,0.0080181517620561,-0.0174534272067297,0.0,0.0032374567390023,-0.0206730631198439,-0.0513488847356871,-0.058102618121439006,-0.0665253375692904,-0.0833470768748905,-0.0829634519245409,0.0032374567390025533,62755.889973307756,-0.005220866343536535,1,0
22,218,BTC,2021-04-16 23:59:59,63594.72091303,60222.53207871,63258.50517438,61572.78960116,61572.78960116,0.0273776059869834,0.0328380657262263,-0.0219294518113658,0.0,-0.0275013574505904,0.0114643439635662,-0.0190317755137722,-0.0287847351607721,-0.0355806643920391,-0.052849168386782004,-0.0555677997414875,-0.027501357450590347,61586.894395795745,-0.012346625724541371,1,0
23,219,BTC,2021-04-17 23:59:59,62572.17605057,60361.35217909,61529.92099734,60683.82123331,60683.82123331,0.0139427568474472,0.0311179286156004,-0.0053139213659636,0.0,-0.0144376821905964,0.0288863463099748,0.0029763649815259,-0.0131295986215513,-0.0175529259700822,-0.035055592453995005,-0.0401809357707175,-0.014437682190596268,59905.879821690156,-0.01880337506470604,1,0
24,220,BTC,2021-04-18 23:59:59,61057.45650886,52829.53592647,60701.88609331,56216.18500243,56216.18500243,0.0797937656332621,0.0861188198064442,-0.0602433102817917,0.0,-0.0736215376698736,0.0847285442916503,0.0789359251863175,0.0636537040656171,0.0591601309408356,0.0440799349430147,0.0348349484843084,-0.07362153766987345,58105.76430237443,-0.0236711322644682,1,0
25,221,BTC,2021-04-19 23:59:59,57520.05477733,54368.59365509,56191.5841095,55724.26709807,55724.26709807,0.0083862388105986,0.0322263131087854,-0.024328241780087002,0.0,-0.0087504675804441,0.0677971708678217,0.0839368758217906,0.069413211934793,0.0656447121378684,0.0561824865891296,0.0424212541320117,-0.008750467580443955,56430.2828315433,-0.02625255395982733,1,0
26,222,BTC,2021-04-20 23:59:59,57062.1502465,53448.04838457,55681.79251074,56473.032280800006,56473.032280800006,-0.0140109312020952,0.0104318458192707,-0.0535651048661406,0.0,0.0134369678009802,0.0294120342979833,0.0636858912432576,0.0521826427217115,0.0493500730492297,0.0431248571227369,0.0279799949192778,0.01343696780098047,54886.723303748586,-0.026175046349776757,1,0
27,223,BTC,2021-04-21 23:59:59,56757.97158884,53695.4703347,56471.12771923,53906.08804584,53906.08804584,0.0475834876240466,0.0529046652499594,-0.0039071229016079,0.0,-0.0454543368982992,0.0499867600104577,0.1026524487451474,0.0969854262389346,0.0945052162268924,0.0912631383553208,0.0765459144843985,-0.04545433689829903,53387.331785693554,-0.023437054262513315,1,0
28,224,BTC,2021-04-22 23:59:59,55410.22866494,50583.81405608,53857.10689483,51762.27205146,51762.27205146,0.0404703031831252,0.0704752026698778,-0.0227667362477524,0.0,-0.0397694596676535,0.0590023722533614,0.1326118363585313,0.1368978393359143,0.1324733278501362,0.1332228193175977,0.1192158714496756,-0.03976945966765322,51978.13760683074,-0.018401942244269536,1,0
29,225,BTC,2021-04-23 23:59:59,52120.79164545,47714.66215249,51739.80692966,51093.65070999,51093.65070999,0.0126465071626535,0.0201031032464309,-0.0661332378983702,0.0,-0.0129171559703813,0.0528091316582013,0.1231450578076189,0.1423414504944222,0.1409222037174706,0.1428411376085878,0.1327657191325015,-0.012917155970381013,50923.6712263995,-0.011743860599628309,1,0
30,226,BTC,2021-04-24 23:59:59,51167.56335742,48805.2846976,51143.22627463,50050.86821565,50050.86821565,0.0218249572469642,0.022311204212454,-0.0248863518747218,0.0,-0.020409238327065,0.0520733033814397,0.1204540601923043,0.1552271013885036,0.1559938563091736,0.1595653577624773,0.1552651984008628,-0.020409238327064986,50556.825543581086,-0.0043461784661954035,1,0
